Artista,Género musical,Tipo,Nombre,Año de lanzamiento,ID_Spotify,ID_Album,Popularidad,Nombre_Album,Año_Lanzamiento_Album,Artista_Principal_Album,Biografia_Resumen,Playcount_LastFM,Listeners_LastFM
James Brown & The Famous Flames,funk (Origen: classic funk),Canción,I Got You (I Feel Good),2010,67ZDC1YPgtJlrqGo2g3bTi,4sKec1xhVUvncYHOn8xyB3,36,Best Of,2010,James Brown,"James Brown & The Famous Flames was an American rhythm and blues, soul vocal group founded in Toccoa, Georgia, in 1953 by Bobby Byrd. James Brown first began his career as a member of the Famous Flames, emerging as the lead singer by the time of their first appearance in a professional recording, ""Please, Please, Please"", in 1956.

On hit songs such as ""Try Me"", ""Bewildered"", ""Think"", ""I Don't Mind"", and ""I'll Go Crazy"", the Flames' smooth backing harmonies contrasted strikingly with Brown's raw <a href=""https://www.last.fm/music/James+Brown+&+The+Famous+Flames"">Read more on Last.fm</a>",3047482,575210
Funky 4 + 1,funk (Origen: classic funk),Canción,That's the Joint - Remix,2010,4BdA4CXbG5VnB4g2YoHzPX,7IzUZ05McaA0lwPAYKO7vf,1,Sugar Hill Rap Classics - The Pioneers of Hip-Hop,2010,Various Artists," <a href=""https://www.last.fm/music/Funky+4+++1"">Read more on Last.fm</a>",112,52
MR WIGGLES,funk (Origen: classic funk),Canción,Buz da Funk,2010,53jEorl6EOd7EZ7g4kjera,4i31vpEDDBuAK1rBM9T2Ne,4,Popping Classics,2010,MR WIGGLES,"Mr Wiggles is one of the original members of the legendary Rocksteady Crew. Besides a bboy, he also is involved in graffiti and dj'in(producing) doing various workshops. Don't miss him if he comes in your town. <a href=""https://www.last.fm/music/Mr+Wiggles"">Read more on Last.fm</a>",10745,1149
The Sequence,funk (Origen: classic funk),Canción,Funk You Up,2010,7gqk5hI4tO8XupcdniRj0h,7IzUZ05McaA0lwPAYKO7vf,8,Sugar Hill Rap Classics - The Pioneers of Hip-Hop,2010,Various Artists,"""The Sequence"" can refer to either a 1980's hip hop/funk group or a modern pop-rock band from southern California.

(1) The Sequence was an all-female old school hip hop/funk trio signed to the Sugar Hill label in the early 1980s. The group consisted of Cheryl (Cheryl The Pearl) Cook, Gwendolyn (Blondie) Chisolm, and lead singer/rapper Angie Stone, who subsequently became a member of Vertical Hold and later a solo artist.

(2) The Sequence consists of Travis Van Hoff (vocals), Jason Yata (Guitar), Brandon Dennis (Drums), and Kevin (Bass). <a href=""https://www.last.fm/music/The+Sequence"">Read more on Last.fm</a>",138613,23294
Syl Johnson,funk (Origen: classic funk),Canción,I Hear the Love Chimes,2010,2k5Boo1pEuIiMA88NxGA8V,0hBlULfjPTKngZsvbe3qpE,44,Diamond in the Rough,2010,Syl Johnson,"Syl Johnson (born Sylvester Thompson in Holly Springs, Mississippi, on 1 July 1936; died 6 February 2022 ) was an American blues and soul singer and music producer. His most successful records included ""Different Strokes"" (1967), ""Is It Because I'm Black"" (1969) and ""Take Me to the River"" (1975). ""Different Strokes"" has been sampled by number of rappers including Wu-Tang Clan, Hammer, and the Ghetto Boys. Blues guitarist and singer Jimmy Johnson, and bassist Mack Thompson, are his brothers. <a href=""https://www.last.fm/music/Syl+Johnson"">Read more on Last.fm</a>",1909251,297172
Funky Junction & KC Flightt,funk (Origen: classic funk),Canción,Voices - Lost & Found Original Dub,2010,40GmjbikrnBb6k8QVhowmL,4MS3Ut21HbhqLEhFiHYlra,16,Funky Junction Classics Club Anthems,2010,Various Artists," <a href=""https://www.last.fm/music/Funky+Junction+&+KC+Flightt"">Read more on Last.fm</a>",508,197
Wolfgang Amadeus Mozart,funk (Origen: classic funk),Canción,"Mozart: Clarinet Concerto in A Major, K. 622: I. Allegro",2010,0rZB8hdVz0xFaQUVvPh7bb,7qNYAh6VRKT3dp4garVquq,13,Mozart: Clarinet Concerto,2010,Sabine Meyer,"Wolfgang Amadeus Mozart (27 January 1756 – 5 December 1791) was a prolific and influential composer of the Classical period. For many, Mozart is the greatest of all composers. The playful, mercurial genius, who died at 35, left over 600 works (including 41 symphonies, 27 piano concertos, 22 operas, numerous Mass settings, chamber music, piano sonatas, and songs), which reveal one of the most prodigious talents ever known in music. Classical in style <a href=""https://www.last.fm/music/Wolfgang+Amadeus+Mozart"">Read more on Last.fm</a>",65799008,2432568
Wolfgang Amadeus Mozart,funk (Origen: classic funk),Canción,"Mozart: Clarinet Concerto in A Major, K. 622: III. Rondo. Allegro",2010,2BA6LGy0o0WmaPxAmAHmwf,7qNYAh6VRKT3dp4garVquq,10,Mozart: Clarinet Concerto,2010,Sabine Meyer,"Wolfgang Amadeus Mozart (27 January 1756 – 5 December 1791) was a prolific and influential composer of the Classical period. For many, Mozart is the greatest of all composers. The playful, mercurial genius, who died at 35, left over 600 works (including 41 symphonies, 27 piano concertos, 22 operas, numerous Mass settings, chamber music, piano sonatas, and songs), which reveal one of the most prodigious talents ever known in music. Classical in style <a href=""https://www.last.fm/music/Wolfgang+Amadeus+Mozart"">Read more on Last.fm</a>",65799008,2432568
Marvin Gaye,funk (Origen: classic funk),Canción,Got To Give It Up,2010,0TGjhr8tlSjWzN2SVWoVZW,6AnpM7DFltgJLIjlToxYJ1,27,"Eat, Pray, Love",2010,Various Artists,"Marvin Pentz Gay, Jr. (2 April 1939 - 1 April 1984) was an American soul and rnb singer, songwriter, producer, and multi-instrumentalist, known as ""The Prince of Soul"", or ""The Prince of Motown."" Originally a member of the doo-wop group The Moonglows, he pursued a solo career after the group disbanded and released many successful solo hits including ""I Heard It Through the Grapevine"", ""Let's Get It On"" and  ""What's Going On"". His best albums are still held in extremely high regard, and he is often cited as one of the finest singers of his era. <a href=""https://www.last.fm/music/Marvin+Gaye"">Read more on Last.fm</a>",84548650,3615839
Pyotr Ilyich Tchaikovsky,funk (Origen: classic funk),Canción,"The Nutcracker, Op. 71, Act II Tableau 3: Pas de deux. The Prince and the Sugar-Plum Fairy",2010,5WWF9Msh66BuyVk3SmoJm4,5dPTMSBUytuqMWiMPGiKNy,9,Tchaikovsky: The Nutcracker - Eugene Onegin,2010,Pyotr Ilyich Tchaikovsky,"Pyotr Ilyich Tchaikovsky (Russian: Пётр Ильич Чайковский) (7th May 1840-6th November 1893; Old Style 25th April 1840–25th October 1893) was a Russian composer. He wrote some of the world's most popular concert and theatrical music in the current classical repertoire, including the ballets Swan Lake and The Nutcracker, the 1812 Overture, his First Piano Concerto, several symphonies, and the opera Eugene Onegin. His names are also transliterated Piotr <a href=""https://www.last.fm/music/Pyotr+Ilyich+Tchaikovsky"">Read more on Last.fm</a>",37423811,1923384
Wolfgang Amadeus Mozart,funk (Origen: classic funk),Canción,"Mozart: Sinfonia concertante for Oboe, Clarinet, Horn and Bassoon in E-Flat Major, K. 297b: I. Allegro",2010,0ERQoWIzC4c5hDPz92VP3s,7qNYAh6VRKT3dp4garVquq,10,Mozart: Clarinet Concerto,2010,Sabine Meyer,"Wolfgang Amadeus Mozart (27 January 1756 – 5 December 1791) was a prolific and influential composer of the Classical period. For many, Mozart is the greatest of all composers. The playful, mercurial genius, who died at 35, left over 600 works (including 41 symphonies, 27 piano concertos, 22 operas, numerous Mass settings, chamber music, piano sonatas, and songs), which reveal one of the most prodigious talents ever known in music. Classical in style <a href=""https://www.last.fm/music/Wolfgang+Amadeus+Mozart"">Read more on Last.fm</a>",65799008,2432568
Syl Johnson,funk (Origen: classic funk),Canción,Don't Do It,2010,6cT6tuUjIpLehAkXLx1PeR,0hBlULfjPTKngZsvbe3qpE,29,Diamond in the Rough,2010,Syl Johnson,"Syl Johnson (born Sylvester Thompson in Holly Springs, Mississippi, on 1 July 1936; died 6 February 2022 ) was an American blues and soul singer and music producer. His most successful records included ""Different Strokes"" (1967), ""Is It Because I'm Black"" (1969) and ""Take Me to the River"" (1975). ""Different Strokes"" has been sampled by number of rappers including Wu-Tang Clan, Hammer, and the Ghetto Boys. Blues guitarist and singer Jimmy Johnson, and bassist Mack Thompson, are his brothers. <a href=""https://www.last.fm/music/Syl+Johnson"">Read more on Last.fm</a>",1909251,297172
Bill Withers,funk (Origen: classic funk),Canción,"Lovely Day - 7"" Sunshine Mix",2010,5XZbBdu9G5tFnwYfequdV7,0pvhletDH7CphbKErUtPCF,33,80s 100 Hits,2010,Various Artists,"William Harrison Withers Jr. (July 4, 1938 – March 30, 2020) was an American singer and songwriter known for a series of influential hits during a career spanning 18 years. His best-known songs include ""Ain't No Sunshine"" (1971), ""Grandma's Hands"" (1971), ""Use Me"" (1972), ""Lean on Me"" (1972), ""Lovely Day"" (1977), and ""Just the Two of Us"" (1980), the latter recorded in collaboration with Grover Washington Jr. Withers won three Grammy Awards from nine nominations. <a href=""https://www.last.fm/music/Bill+Withers"">Read more on Last.fm</a>",38977360,2620603
Wolfgang Amadeus Mozart,funk (Origen: classic funk),Canción,"Mozart: Sinfonia concertante for Oboe, Clarinet, Horn and Bassoon in E-Flat Major, K. 297b: II. Adagio",2010,5plUjylKiAihsJPU1PJRWn,7qNYAh6VRKT3dp4garVquq,18,Mozart: Clarinet Concerto,2010,Sabine Meyer,"Wolfgang Amadeus Mozart (27 January 1756 – 5 December 1791) was a prolific and influential composer of the Classical period. For many, Mozart is the greatest of all composers. The playful, mercurial genius, who died at 35, left over 600 works (including 41 symphonies, 27 piano concertos, 22 operas, numerous Mass settings, chamber music, piano sonatas, and songs), which reveal one of the most prodigious talents ever known in music. Classical in style <a href=""https://www.last.fm/music/Wolfgang+Amadeus+Mozart"">Read more on Last.fm</a>",65799008,2432568
Pyotr Ilyich Tchaikovsky,funk (Origen: classic funk),Canción,"The Nutcracker, Op. 71, Act II Tableau 3: Waltz of the flowers",2010,4hTLhk2ONWqTjAbi3BiCnu,5dPTMSBUytuqMWiMPGiKNy,7,Tchaikovsky: The Nutcracker - Eugene Onegin,2010,Pyotr Ilyich Tchaikovsky,"Pyotr Ilyich Tchaikovsky (Russian: Пётр Ильич Чайковский) (7th May 1840-6th November 1893; Old Style 25th April 1840–25th October 1893) was a Russian composer. He wrote some of the world's most popular concert and theatrical music in the current classical repertoire, including the ballets Swan Lake and The Nutcracker, the 1812 Overture, his First Piano Concerto, several symphonies, and the opera Eugene Onegin. His names are also transliterated Piotr <a href=""https://www.last.fm/music/Pyotr+Ilyich+Tchaikovsky"">Read more on Last.fm</a>",37423811,1923384
Wolfgang Amadeus Mozart,funk (Origen: classic funk),Canción,"Mozart: Clarinet Concerto in A Major, K. 622: II. Adagio",2010,5fVCQJm9UqiRAw1SL9C7y4,7qNYAh6VRKT3dp4garVquq,16,Mozart: Clarinet Concerto,2010,Sabine Meyer,"Wolfgang Amadeus Mozart (27 January 1756 – 5 December 1791) was a prolific and influential composer of the Classical period. For many, Mozart is the greatest of all composers. The playful, mercurial genius, who died at 35, left over 600 works (including 41 symphonies, 27 piano concertos, 22 operas, numerous Mass settings, chamber music, piano sonatas, and songs), which reveal one of the most prodigious talents ever known in music. Classical in style <a href=""https://www.last.fm/music/Wolfgang+Amadeus+Mozart"">Read more on Last.fm</a>",65799008,2432568
Lee Cabrera,funk (Origen: classic funk),Canción,Shake It (Move A Little Closer) - Tiko's Groove Vocal Remix,2010,2ae7j0FtCcfHjl76bPMZUe,2PVa84MUhTDjOLP5njfHm4,4,"Funky House Classics, Vol. 3",2010,Various Artists,"“Give Steven Lee 5 minutes and he’ll have the place upside down…..” (GURU DISCO - VALENCIA, SPAIN)

Sort of how its been for this NYC youngster. One half of the massive Lee-Cabrera team who’s 2003 “Shake It” record sought record of the year honors and champed a 10 National Pop Chart Selection with “Move a Little Closer” (the vocal version). Signed with Ministry of Sound world-wide and a regular on Pete Tong’s Essential Selection Steven Lee (Lee-Cabrera) in his short 4 years has tasted about all this business can offer. <a href=""https://www.last.fm/music/+noredirect/Lee+Cabrera"">Read more on Last.fm</a>",225041,48959
Pyotr Ilyich Tchaikovsky,funk (Origen: classic funk),Canción,"The Nutcracker Suite, Op. 71a, TH 35, Act II Tableau 3: Arrival of Clara and the Nutcracker",2010,3W6wA0lfbUUY0tQa2Jfthy,5dPTMSBUytuqMWiMPGiKNy,2,Tchaikovsky: The Nutcracker - Eugene Onegin,2010,Pyotr Ilyich Tchaikovsky,"Pyotr Ilyich Tchaikovsky (Russian: Пётр Ильич Чайковский) (7th May 1840-6th November 1893; Old Style 25th April 1840–25th October 1893) was a Russian composer. He wrote some of the world's most popular concert and theatrical music in the current classical repertoire, including the ballets Swan Lake and The Nutcracker, the 1812 Overture, his First Piano Concerto, several symphonies, and the opera Eugene Onegin. His names are also transliterated Piotr <a href=""https://www.last.fm/music/Pyotr+Ilyich+Tchaikovsky"">Read more on Last.fm</a>",37423811,1923384
Wolfgang Amadeus Mozart,funk (Origen: classic funk),Canción,"Mozart: Sinfonia concertante for Oboe, Clarinet, Horn and Bassoon in E-Flat Major, K. 297b: III. Andantino con variazioni",2010,4g65BCXD9nIdoTEoNyKFDF,7qNYAh6VRKT3dp4garVquq,11,Mozart: Clarinet Concerto,2010,Sabine Meyer,"Wolfgang Amadeus Mozart (27 January 1756 – 5 December 1791) was a prolific and influential composer of the Classical period. For many, Mozart is the greatest of all composers. The playful, mercurial genius, who died at 35, left over 600 works (including 41 symphonies, 27 piano concertos, 22 operas, numerous Mass settings, chamber music, piano sonatas, and songs), which reveal one of the most prodigious talents ever known in music. Classical in style <a href=""https://www.last.fm/music/Wolfgang+Amadeus+Mozart"">Read more on Last.fm</a>",65799008,2432568
George Benson,funk (Origen: classic funk),Canción,Give Me the Night,2010,3sLGLmgFl7vfkLxtbjQVAZ,4IjcmdZGlWtNP83pts9Ktg,26,Classic Love Songs,2010,George Benson,"George Benson is a jazz guitarist born in Pittsburgh, Pennsylvania, USA on 22 March 1943. He started out playing straight-ahead instrumental jazz with organist Jack McDuff. Benson got his first experience playing with his several-year stint with McDuff's group. In 1964, at the age of 21, Benson recorded his first album as leader, The New Boss Guitar, with Brother Jack McDuff on organ.

Benson's next recording was It's Uptown with the George Benson Quartet with Lonnie Smith on organ and Ronnie Cuber on baritone sax. <a href=""https://www.last.fm/music/George+Benson"">Read more on Last.fm</a>",12807523,1108417
The Gap Band,funk (Origen: classic funk),Canción,"Oops Up Side Your Head - 12"" Single Version",2010,76jBriPAnOJzGBsrcZ0ihl,77zu6NfDouq2TomJaVadKb,40,"12"" 80s Classics",2010,Various Artists,"The Gap Band was a funk and soul group, the three-piece being known for hits such as ""Outstanding"" and ""You Dropped a Bomb on Me"".Their first major hit was a snazzy rnb tune called ""Shake"". Just prior to the completion of their first major album, bringing them under the wing of Mercury, musician Charlie Wilson ran the song by his brothers Robert and Ronnie, thinking that they might ridicule the lyrics. His brothers loved it though, and the 1979 song ended up being a popular single in numerous clubs <a href=""https://www.last.fm/music/The+Gap+Band"">Read more on Last.fm</a>",4431106,591035
Peggy Simms,funk (Origen: classic funk),Canción,Spooky,2010,3iudOmlAzKCHpsTP3DDgvf,7CbtI4B2UbPKq4oYkqeGTQ,40,Tarantino Fiction,2010,Various Artists," <a href=""https://www.last.fm/music/Peggy+Simms"">Read more on Last.fm</a>",37458,18141
Daniel Michael Cherrier,funk (Origen: classic funk),Canción,Classic Funk,2010,5FW2j2YujZe1LolbxFOoba,2wn7RZNLmz1Ak5Nky8UMnc,0,Africa Jamaica Man,2010,Daniel Michael Cherrier," <a href=""https://www.last.fm/music/Daniel+Michael+Cherrier"">Read more on Last.fm</a>",7,3
Gianluigi Toso,funk (Origen: classic funk),Canción,Classic Pianobar Style,2010,1Q3mBrW7l0QZsNhK6MtNrg,6Qm8kLHiuw23K76j21S1IX,0,Pop and Funk Background Music,2010,Various Artists," <a href=""https://www.last.fm/music/Gianluigi+Toso"">Read more on Last.fm</a>",4003,832
Sixsense,funk (Origen: classic funk),Canción,Classical Funk,2010,0qLnOp0xcvKitSsr5H6dKn,2rIBWCJSDc22dWQtdibAti,0,Tabo Vision,2010,Sixsense,""" Sixsense "" is 31 year old producer Ben Damski from Be'Er Sheva`,  Israel.
MUSIC PRODUCER : Psytrance / Full-On / Progressive / Ambient Music 
https://soundcloud.com/sixsense
Biography
https://soundcloud.com/bdmusix
https://soundcloud.com/sixsense-vs-frisky
https://soundcloud.com/bendamski
https://soundcloud.com/ambiantmusic
https://soundcloud.com/sixsense-more-music... See More
sixsense ben damski - מוסיקאי ויוצר ! MUSIC by sixsense // - מוסיקאי - beer sheva israel <a href=""https://www.last.fm/music/Sixsense"">Read more on Last.fm</a>",45684,7660
Koul Funk,funk (Origen: classic funk),Canción,Electro Funk (Original Mix),2010,4N9RriOXR29CK75GWwyyLI,5lSbXHCQQWQnjOJRt7BYGX,0,"40 Best Buddha Lounge Classics - The Ultimate Chillout, Lounge & Ambient Collection",2010,Various Artists," <a href=""https://www.last.fm/music/Koul+Funk"">Read more on Last.fm</a>",7298,1645
MR WIGGLES,funk (Origen: classic funk),Canción,Keep That Funky Feeling,2010,51MqlNQ1c4nNqgXS42onvp,4i31vpEDDBuAK1rBM9T2Ne,2,Popping Classics,2010,MR WIGGLES,"Mr Wiggles is one of the original members of the legendary Rocksteady Crew. Besides a bboy, he also is involved in graffiti and dj'in(producing) doing various workshops. Don't miss him if he comes in your town. <a href=""https://www.last.fm/music/Mr+Wiggles"">Read more on Last.fm</a>",10745,1149
Monyaka,funk (Origen: classic funk),Canción,Reggaematic Funk (Acappella),2010,2Cm1DAwzKQAWjj4CFgTF1W,4Fy10aMwABjZ6rkhksReoI,0,Easy Street Classics - Essential Acappellas Vol. 1,2010,Various Artists,"Monyaka was a funk group based out of Los Angeles, California. The members included Beres Barnett (vocals, guitar), Errol Moore (guitar), John Allen (keyboards), William Brown (keyboards), Larry McDonald (percussion), Val Douglas (bass), and Richie Bertram (drums).

Go Deh Yaka is a disco reggae stomper from the early 80s. The song charted on August 6, 1983 and spent 7 weeks on the US charts and reached #48. <a href=""https://www.last.fm/music/Monyaka"">Read more on Last.fm</a>",17906,4634
Jonathan Faiman,funk (Origen: classic funk),Canción,Three Funk Studies: Step,2010,2BBXUce0LCeD9Rw73e7WYE,0S6p10yGSvHZoohvZt33Fj,0,Hie Up The Mountain,2010,Jonathan Faiman," <a href=""https://www.last.fm/music/Jonathan+Faiman"">Read more on Last.fm</a>",120,21
Jonathan Faiman,funk (Origen: classic funk),Canción,Three Funk Studies: Jaunt,2010,3eMEacHDOJgmKAgQREF6xr,0S6p10yGSvHZoohvZt33Fj,0,Hie Up The Mountain,2010,Jonathan Faiman," <a href=""https://www.last.fm/music/Jonathan+Faiman"">Read more on Last.fm</a>",120,21
Monyaka,funk (Origen: classic funk),Canción,Reggaematic Funk (Acappella),2010,7AJksLRgHHJaxikf6WwnAz,0NiWlwsG3ggrakEvVrhXIA,0,Easy Street Classics - Essential Acappellas Vol. 2,2010,Various Artists,"Monyaka was a funk group based out of Los Angeles, California. The members included Beres Barnett (vocals, guitar), Errol Moore (guitar), John Allen (keyboards), William Brown (keyboards), Larry McDonald (percussion), Val Douglas (bass), and Richie Bertram (drums).

Go Deh Yaka is a disco reggae stomper from the early 80s. The song charted on August 6, 1983 and spent 7 weeks on the US charts and reached #48. <a href=""https://www.last.fm/music/Monyaka"">Read more on Last.fm</a>",17906,4634
Arturo Garces,funk (Origen: classic funk),Canción,Grandpa Funk,2010,6WvlzfL2ONtpPBQE9HAO1S,5ZqdNUOVC5r6B1WjxtOWmF,0,Beat Bum Classics Vol. 1,2010,Arturo Garces," <a href=""https://www.last.fm/music/Arturo+Garces"">Read more on Last.fm</a>",5305,1781
Shawn Lee's Ping Pong Orchestra,funk (Origen: classic funk),Canción,Boléro,2010,3nqDz12XyZapeKWFiq91cd,1grN7ncBYr2BCQwTQZ1XBo,10,Hooked up Classics,2010,Shawn Lee's Ping Pong Orchestra,"Shawn Lee's Ping Pong Orchestra is a project by multi-instrumentalist shawn lee whose current touring band project is called AM & Shawn Lee. 

Shawn grew up in a rural area on the outskirts of Wichita, Kansas. His mother is half Lebanese, half American Indian, his father Irish-American. While his peers got off on cheesy corporate rock and the kind of line-dancing tunes recently fashionable in Gap ads, Shawn was groovin to the blaxploitation funk Sly and the Isleys. <a href=""https://www.last.fm/music/Shawn+Lee%27s+Ping+Pong+Orchestra"">Read more on Last.fm</a>",2197675,186776
Mixmaster,funk (Origen: classic funk),Canción,Clorophilla - Drums Only,2010,4UTIDqoBm5MAiXXThMf0hu,4MS3Ut21HbhqLEhFiHYlra,0,Funky Junction Classics Club Anthems,2010,Various Artists," <a href=""https://www.last.fm/music/Mixmaster"">Read more on Last.fm</a>",12560,2123
Funky Junction,funk (Origen: classic funk),Canción,Dum Dum Dum - Original,2010,2UUHkyEhsWsWOJB9hJN9Si,4MS3Ut21HbhqLEhFiHYlra,0,Funky Junction Classics Club Anthems,2010,Various Artists,"Back in 1972, Phil Lynott of Thin Lizzy made a tribute album to Deep Purple with Eric Bell, Brian Downey, Benny White and Dave Lennox. They called that project Funky Junction. <a href=""https://www.last.fm/music/Funky+Junction"">Read more on Last.fm</a>",11838,2396
Ibiza Royal Drums,funk (Origen: classic funk),Canción,Drums - Drums Mix,2010,3NdGWomzelaogn1Z4FTbM5,4MS3Ut21HbhqLEhFiHYlra,0,Funky Junction Classics Club Anthems,2010,Various Artists," <a href=""https://www.last.fm/music/Ibiza+Royal+Drums"">Read more on Last.fm</a>",231,102
Jonathan Faiman,funk (Origen: classic funk),Canción,Three Funk Studies: Lullaby,2010,6tE9Cwx2cjKyr4WktHBIwa,0S6p10yGSvHZoohvZt33Fj,0,Hie Up The Mountain,2010,Jonathan Faiman," <a href=""https://www.last.fm/music/Jonathan+Faiman"">Read more on Last.fm</a>",120,21
The Funk Factor,funk (Origen: classic funk),Canción,Come Inside,2010,640ZZlGLaCo2IRwt4qN2b5,3LBGrb1EDUIxpCO5f4hNWr,0,"Classic Detroit Style R&B, Vol. 2 - Singles",2010,The Funk Factor & Forte," <a href=""https://www.last.fm/music/The+Funk+Factor"">Read more on Last.fm</a>",248,69
Don Peake,funk (Origen: classic funk),Canción,One Note Funk,2010,6pZYcSwziRcAjenI6biyCw,09mjGKb82lAuKrBsTbtaQG,0,Classic Soul Funk Jams,2010,Don Peake,"Prolific and multitalented composer, musician & record producer DON PEAKE wrote the original soundtrack for Wes Craven’s THE HILLS HAVE EYES (1977) where his eerie soundtrack punched up some of the films most unnerving scenes.

Don started his music career in 1961 as the lead guitarist for The Everly Brothers and played guitar for ten years in the Ray Charles Orchestra. Don played guitar on Phil Spector’s Righteous Brothers hit “You’ve Lost That Loving Feeling <a href=""https://www.last.fm/music/Don+Peake"">Read more on Last.fm</a>",18631,445
JAMP,funk (Origen: classic funk),Canción,Funky Fresh,2010,4dhBMzWqzMJ96kgXhIFOfo,2LBS1HUT53d9g9PuYGYumS,0,As Classic As...,2010,JAMP," <a href=""https://www.last.fm/music/Jamp"">Read more on Last.fm</a>",2730,295
Positive Force,funk (Origen: classic funk),Canción,We Got the Funk,2010,1Nm6sOe9ov0ql9JIaoXFnr,7IzUZ05McaA0lwPAYKO7vf,2,Sugar Hill Rap Classics - The Pioneers of Hip-Hop,2010,Various Artists,"An eight-piece funk/soul band consisting of six males and two females (Brenda Reynolds and Vickie Drayton), Positive Force were founded in Pennsylvania through the efforts of Reynolds and Albert Williams. They were discovered by Nate Edmonds, an organist/pianist, writer, arranger, and producer for All Platinum/Stang/Sugarhill Records, who got them a deal with Sugarhill. Edmonds, who served as the group's mentor, also played organ with Curtis Knight & the Squires, a band that included Jimi Hendrix, in the mid-'60s. <a href=""https://www.last.fm/music/Positive+Force"">Read more on Last.fm</a>",167644,51553
The Funk Factor,funk (Origen: classic funk),Canción,Here We Come (feat. JazShop),2010,1dVD675obWgIhQbFbIHosH,3LBGrb1EDUIxpCO5f4hNWr,0,"Classic Detroit Style R&B, Vol. 2 - Singles",2010,The Funk Factor & Forte," <a href=""https://www.last.fm/music/The+Funk+Factor"">Read more on Last.fm</a>",248,69
Rollo & Skate,funk (Origen: classic funk),Canción,A Funky Nugget - Rollo Mix,2010,5iEoyoPNkMUJD8x15jTuwK,5yKq29XBMHxtIuJCsLA5R2,0,Ten4ten - Classic Selection,2010,Various Artists," <a href=""https://www.last.fm/music/Rollo+&+Skate"">Read more on Last.fm</a>",4,4
Izumi Kimura,funk (Origen: classic funk),Canción,Funk Etude,2010,4tsIpGr39Nwd1Pm5dkmbsh,7DViynPuUJIQLZ0laHQIpg,0,Asymmetry,2010,Izumi Kimura," <a href=""https://www.last.fm/music/Izumi+Kimura"">Read more on Last.fm</a>",794,141
Peter Lee,funk (Origen: classic funk),Canción,Funky Street,2010,3mdLry01aXIdumKNA7421z,5r72AUkbToOvBiW00VCbQS,0,Positively Chilled,2010,Various Artists,"straight from the heart of Winchester is Peter Lee, creating acoustic, upbeat and catchy music. he is a very good friend of Rose Marie Jayne and his music is the result of his dreams, wishes and (apparently mainly unfortunate) memories. he states he has nothing better to do with his time as he has an unhealthy lack of friends (which is definitely not true) and has been out of love forever it seems. his wonderful music consists of him singing, him playing the guitar, him playing the ukulele, him playing the drums and him playing the piano. <a href=""https://www.last.fm/music/Peter+Lee"">Read more on Last.fm</a>",659,152
Sebastien Rebels,funk (Origen: classic funk),Canción,Classic electric - Original Mix,2010,1cGP4soEbnUqcSzG2RaMqd,6oLYyA3biYmVbZBBolAFFh,0,Classic Electric,2010,Sebastien Rebels," <a href=""https://www.last.fm/music/Sebastien+Rebels"">Read more on Last.fm</a>",2664,921
Los Charly's Orchestra,funk (Origen: classic funk),Canción,Make A Move - Classic Disco Verison,2010,2eGasCsAemBIWLHZzfX6Bd,7JTUBOR3AwwnJ4XC19z0gw,2,Chicano Disco Funk,2010,Los Charly's Orchestra,"Music project created by the two Venezuelans producers Juan Laya & Jorge Montiel. Combining a retro but still modern sounding style, Los Charly’s Orchestra are characterize by creating a feeling that blends the Disco, Funk & Soul of the 70's from a Latin perspective. The duo has worked in collaborations with some artists of the top scene, such as: Xantoné Blacq, Noel Mckoy, Rotimo Soul, Matheus Nova, Tom Nowak, Kenny Barry, Dj Joey Negro, Paul Batik <a href=""https://www.last.fm/music/Los+Charly%27s+Orchestra"">Read more on Last.fm</a>",54125,10116
Stanislav Jenis,funk (Origen: classic funk),Canción,Funky Stuff,2010,0Ns731FP8me3pNKEWxujo0,6sWgl9mCtCRGIx1GvmtTWL,0,Wiener Bar Pianisten VOL.4,2010,Various Artists," <a href=""https://www.last.fm/music/Stanislav+Jenis"">Read more on Last.fm</a>",79,36
MR WIGGLES,funk (Origen: classic funk),Canción,Wha!,2010,7h83FaCTYkZta32f0wCzpX,4i31vpEDDBuAK1rBM9T2Ne,3,Popping Classics,2010,MR WIGGLES,"Mr Wiggles is one of the original members of the legendary Rocksteady Crew. Besides a bboy, he also is involved in graffiti and dj'in(producing) doing various workshops. Don't miss him if he comes in your town. <a href=""https://www.last.fm/music/Mr+Wiggles"">Read more on Last.fm</a>",10745,1149
Freak Da Funk,funk (Origen: classic funk),Canción,Where Brooklyn At,2010,6DzoQsty547pjRjZ1Dqhae,5xZ01zf5Pb93RJnt46sAuT,3,"UK Garage Classics - Best of Jeremy Sylvester, Vol. 3",2010,Various Artists," <a href=""https://www.last.fm/music/Freak+da+Funk"">Read more on Last.fm</a>",932,251
